Title;Director;Cast;Genre;IMDB_Rating;Metascore;Runtime;Votes;Year
Some Kind of Wonderful;Howard Deutch;Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer;Drama;70;550;95;310030;1987
Better Off Dead;Savage Steve Holland;John Cusack, Diane Franklin, David Ogden Stiers, Kim Darby;;;;;;1985
The Virgin Suicides;Sofia Coppola;James Woods, Kathleen Turner, Kirsten Dunst, Josh Hartnett;Drama;72;760;97;1528190;1999
Scream;Wes Craven;Neve Campbell, David Arquette, Courteney Cox, Matthew Lillard;Horror;64;600;114;884820;1996
Brick;Rian Johnson;Joseph Gordon-Levitt, Lukas Haas, Nora Zehetner, Noah Fleiss;Drama;72;720;110;1053720;2005
Rock 'n' Roll High School;Allan Arkush;P.J. Soles, Vincent Van Patten, Clint Howard, Dey Young;Comedy;66;700;93;100450;1979
Better Luck Tomorrow;Justin Lin;Parry Shen, Jason Tobin, Sung Kang, Roger Fan;;;;;;2002
Me and Earl and the Dying Girl;Alfonso Gomez-Rejon;Thomas Mann, Olivia Cooke, Ronald Cyler II, Nick Offerman;Comedy;77;740;105;1301350;2015
Friday Night Lights;Peter Berg;Billy Bob Thornton, Derek Luke, Jay Hernandez, Lucas Black;Drama;87;;44;644810;2004
Love & Basketball;Gina Prince;Sanaa Lathan, Omar Epps, Alfre Woodard, Dennis Haysbert;Drama;72;700;124;211790;2000
Fame;Alan Parker;Irene Cara, Eddie Barth, Lee Curreri, Laura Dean;Comedy;50;390;107;164580;1980
Rocket Science;Jeffrey Blitz;Reece Daniel Thompson, Anna Kendrick, Nicholas D'Agosto, Vincent Piazza;;;;;;2007
My Bodyguard;Tony Bill;Chris Makepeace, Adam Baldwin, Martin Mull, Matt Dillon;Comedy;71;670;102;94270;1980
Sixteen Candles;John Hughes;Molly Ringwald, Anthony Michael Hall, Michael Schoeffling, Paul Dooley;Comedy;70;610;93;1142060;1984
Dead Poets Society;Peter Weir;Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles;Comedy;81;790;128;4720850;1989
My Entire High School Sinking Into the Sea;Dash Shaw;Jason Schwartzman, Lena Dunham, Reggie Watts, Maya Rudolph;;;;;;2016
Bully;Lee Hirsch;Ja'Meya Jackson, Kelby Johnson, Lona Johnson, Alex Libby;Comedy;57;;83;3870;2011
Easy A;Will Gluck;Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd;Comedy;70;720;92;3839940;2010
Chronicle;Josh Trank;Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly;Drama;70;690;84;2493010;2012
The Perks of Being a Wallflower;Stephen Chbosky;Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman;Drama;80;670;103;4982870;2012
Peggy Sue Got Married;Francis Ford Coppola;Kathleen Turner, Nicolas Cage, Kevin J. O'Connor, Barry Miller;Comedy;64;750;103;372930;1986
Donnie Darko;Richard Kelly;Jake Gyllenhaal, Jena Malone, Drew Barrymore, James Duval;Drama;80;880;113;7840240;2001
River's Edge;Tim Hunter;Crispin Glover, Keanu Reeves, Dennis Hopper, Ione Skye Leitch;Drama;69;730;99;179220;1987
Dope;Rick Famuyiwa;Shameik Moore, Tony Revolori, Kiersey Clemons, Kimberly Elise;Comedy;72;720;103;843330;2015
The Breakfast Club;John Hughes;Emilio Estevez, Molly Ringwald, Judd Nelson, Paul Gleason;Comedy;78;660;97;3861420;1985
Rushmore;Wes Anderson;Jason Schwartzman, Bill Murray, Olivia Williams, Seymour Cassel;Comedy;76;860;93;1830290;1998
Hoosiers;David Anspaugh;Gene Hackman, Barbara Hershey, Dennis Hopper, Sheb Wooley;;;;;;1986
Hairspray;Adam Shankman;John Travolta, Nikki Blonsky, Amanda Bynes, Christopher Walken;Comedy;67;810;117;1284450;2007
The Spectacular Now;James Ponsoldt;Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh;Comedy;71;820;95;1515010;2013
Election;Alexander Payne;Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell;Comedy;73;830;103;961900;1999
Risky Business;Paul Brickman;Tom Cruise, Rebecca De Mornay, Bronson Pinchot, Joe Pantoliano;Comedy;68;750;99;881450;1983
Rebel Without a Cause;Nicholas Ray;James Dean, Natalie Wood, Sal Mineo, Jim Backus;Drama;77;890;111;894490;1955
Spider-Man: Homecoming;Jon Watts;Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei;Sci-Fi;74;730;133;6281930;2017
Carrie;Brian De Palma;Sissy Spacek, Piper Laurie, William Katt, Amy Irving;Drama;58;530;100;1391830;1976
Ghost World;Terry Zwigoff;Thora Birch, Scarlett Johansson, Steve Buscemi, Brad Renfro;Comedy;73;880;111;1199540;2001
Juno;Jason Reitman;Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman;Comedy;75;810;96;5146440;2007
The Edge of Seventeen;Kelly Fremon Craig;Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick;Comedy;73;770;104;1221670;2016
American Graffiti;George Lucas;Richard Dreyfuss, Ronny Howard, Paul Le Mat, Charles Martin Smith;Comedy;74;970;110;884830;1973
Back to the Future;Robert Zemeckis;Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson;Comedy;85;870;116;11605120;1985
Say Anything...;Cameron Crowe;John Cusack, Ione Skye, John Mahoney, Lili Taylor;;;;;;1989
Hoop Dreams;Steve James;Steve James, William Gates, Arthur Agee, Sheila Agee;;;;;;1994
Lady Bird;Greta Gerwig;Saoirse Ronan, Laurie Metcalf, Timothée Chalamet, Lucas Hedges;Comedy;74;930;94;2787880;2017
The Last Picture Show;Peter Bogdanovich;Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson;Drama;80;930;118;476030;1971
Martyrs;Kevin Goetz;Troian Bellisario, Bailey Noble, Kate Burton, Caitlin Carmichael;Horror;70;;99;918900;2015
Species II;Peter Medak;Michael Madsen, Natasha Henstridge, Marg Helgenberger, Mykelti Williamson;Horror;44;190;93;292110;1998
Brahms: The Boy II;William Brent Bell;Katie Holmes, Owain Yeoman, Christopher Convery, Ralph Ineson;Horror;47;290;86;162460;2020
See No Evil;Gregory Dark;Kane, Christina Vidal, Samantha Noble, Luke Pegler;Horror;50;170;84;271280;2006
Shutter;Masayuki Ochiai;Joshua Jackson, Rachael Taylor, Megumi Okina, David Denman;Horror;52;370;85;340590;2008
Captivity;Roland Joffé;Elisha Cuthbert, Pruitt Taylor Vince, Laz Alonso, Michael Harney;Horror;46;240;96;231110;2007
Urban Legends: Final Cut;John Ottman;Jennifer Morrison, Matthew Davis, Hart Bochner, Loretta Devine;Horror;43;160;97;174290;2000
When a Stranger Calls;Simon West;Camilla Belle, Tommy Flanagan, Tessa Thompson, Brian Geraghty;Horror;50;270;87;458060;2006
Darkness Falls;Jonathan Liebesman;Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro;Horror;49;230;86;316870;2003
Friday the 13th Part VIII: Jason Takes Manhattan;Rob Hedden;Jensen Daggett, Scott Reeves, Kane Hodder, Peter Mark Richman;Horror;45;140;100;376350;1989
The Order;Brian Helgeland;Heath Ledger, Shannyn Sossamon, Benno Fürmann, Mark Addy;Drama;67;;60;273140;2003
Slender Man;Sylvain White;Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso;Horror;32;300;93;334100;2018
Lost Souls;Janusz Kaminski;Winona Ryder, Ben Chaplin, Sarah Wynter, Philip Baker Hall;Horror;48;160;97;109180;2000
Blumhouse's Fantasy Island;Jeff Wadlow;Michael Peña, Maggie Q, Lucy Hale, Austin Stowell;;;;;;2020
Rings;F. Javier Gutiérrez;Matilda Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio;Drama;45;250;102;403040;2017
The Reaping;Stephen Hopkins;Hilary Swank, David Morrissey, Idris Elba, AnnaSophia Robb;Horror;56;360;99;431670;2007
Premonition;Mennan Yapo;Sandra Bullock, Julian McMahon, Nia Long, Kate Nelligan;Drama;59;290;96;781860;2007
An American Werewolf in Paris;Anthony Waller;Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman;Comedy;51;310;98;249060;1997
The Forsaken;J.S. Cardone;Kerr Smith, Brendan Fehr, Izabella Miko, A.J. Buckley;Horror;52;350;90;87330;2001
I Still Know What You Did Last Summer;Danny Cannon;Jennifer Love Hewitt, Freddie Prinze Jr., Brandy, Mekhi Phifer;Horror;47;210;100;733340;1998
Prom Night;Nelson McCormick;Brittany Snow, Scott Porter, Jessica Stroup, Dana Davis;Horror;53;450;92;178440;2008
White Noise;Geoffrey Sax;Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice;Drama;;;;;2005
Dream House;Jim Sheridan;Daniel Craig, Naomi Watts, Rachel Weisz, Marton Csokas;Drama;60;350;92;664750;2011
Ouija;Stiles White;Olivia Cooke, Daren Kagasoff, Douglas Smith, Bianca Santos;Thriller;45;380;89;522690;2014
The Devil Inside;William Brent Bell;Fernanda Andrade, Simon Quarterman, Evan Helmuth, Suzan Crowley;Horror;42;180;83;359180;2012
Troll 2;Drago Floyd;Michael Stephenson, Connie McFarland, George Hardy, Margo Prey;Comedy;29;;95;325920;1992
Nothing but Trouble;Dan Aykroyd;Chevy Chase, Dan Aykroyd, John Candy, Demi Moore;;;;;;1991
Jacob's Ladder;David M. Rosenthal;Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet;Drama;74;620;113;1065260;2019
Beneath the Darkness;Martin Guigui;Dennis Quaid, Tony Oller, Aimee Teegarden, Stephen Lunsford;Horror;45;220;96;60650;2011
Mary;Michael Goi;Gary Oldman, Emily Mortimer, Manuel Garcia-Rulfo, Stefanie Scott;Horror;44;310;84;42660;2019
6 Souls;Måns Mårlind;Julianne Moore, Jonathan Rhys-Meyers, Jeffrey DeMunn, Frances Conroy;Horror;60;280;112;344680;2010
Soul Survivors;Steve Carpenter;Melissa Sagemiller, Casey Affleck, Wes Bentley, Eliza Dushku;Horror;38;200;84;89940;2001
Darkness;Jaume Balagueró;Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini;Horror;54;150;88;196070;2002
The Fog;Rupert Wainwright;Tom Welling, Maggie Grace, Selma Blair, DeRay Davis;Horror;68;550;89;724350;2005
Flatliners;Niels Arden Oplev;Ellen Page, Diego Luna, Nina Dobrev, James Norton;Drama;52;270;109;465090;2017
Godsend;Nick Hamm;Greg Kinnear, Rebecca Romijn-Stamos, Robert De Niro, Cameron Bright;Horror;48;240;102;256460;2004
The Darkness;Greg McLean;Kevin Bacon, Radha Mitchell, Lucy Fry, David Mazouz;Horror;44;270;92;159430;2016
House of the Dead;Uwe Boll;Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer;Horror;21;150;90;372130;2003
The Apparition;Todd Lincoln;Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill;Horror;41;180;82;198710;2012
FeardotCom;William Malone;Stephen Dorff, Natascha McElhone, Stephen Rea, Udo Kier;;;;;;2002
Bless the Child;Chuck Russell;Kim Basinger, Jimmy Smits, Holliston Coleman, Rufus Sewell;Horror;50;170;107;146300;2000
The Haunting of Molly Hartley;Mickey Liddell;Haley Bennett, Chace Crawford, Jake Weber, AnnaLynne McCord;Horror;39;280;85;97670;2008
Alone in the Dark;Uwe Boll;Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner;Horror;24;90;96;454710;2005
Return of the Living Dead Part II;Ken Wiederhorn;James Karen, Thom Mathews, Michael Kenworthy, Marsha Dietlein;;;;;;1988
Homecoming;Morgan J. Freeman;Mischa Barton, Matt Long, Jessica Stroup, Michael Landes;Drama;74;;30;240670;2009
The Disappointments Room;D.J. Caruso;Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till;Horror;39;310;91;98460;2016
Cabin Fever;Travis Z;Nadine Crocker, Matthew Daddario, Samuel Davis, Gage Golightly;Horror;56;560;93;775110;2016
Jaws the Revenge;Joseph Sargent;Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young;;;;;;1987
One Missed Call;Éric Valette;Shannyn Sossamon, Ed Burns, Ana Claudia Talancón, Ray Wise;Horror;40;240;87;322160;2008
Running Scared;Peter Hyams;Gregory Hines, Billy Crystal, Jimmy Smits, Steven Bauer;Comedy;65;490;107;129140;1986
Equilibrium;Kurt Wimmer;Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen;Drama;74;330;107;3252990;2002
Hero;Zhang Yimou;Jet Li, Tony Leung Chiu Wai, Maggie Cheung Man-yuk, Donnie Yen;Drama;79;850;120;1801020;2002
Road House;Rowdy Herrington;Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara;Thriller;66;360;114;714280;1989
Unstoppable;Tony Scott;Denzel Washington, Chris Pine, Rosario Dawson, Kevin Dunn;Thriller;68;690;98;1953590;2010
Shaft;Gordon Parks;Richard Roundtree, Moses Gunn, Christopher St. John, Charles Cioffi;Comedy;64;400;111;522030;1971
The Villainess;Jeong Byeong-gil;Kim Ok-bin, Shin Ha-kyun, Sung Joon, Kim Seo-hyung;Thriller;66;640;124;141960;2017
Highlander;Russell Mulcahy;Christopher Lambert, Sean Connery, Roxanne Hart, Clancy Brown;Sci-Fi;72;;60;157750;1986
Die Hard 2;Renny Harlin;Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson;Thriller;71;670;124;3570810;1990
The Protector;Prachya Pinkaew;Tony Jaa, Johnny Nguyen, Nathan Jones, Petchtai Wongkamlao;Sci-Fi;65;;40;344060;2005
Revenge;Coralie Fargeat;Matilda Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède;Drama;79;;44;1188040;2017
El Mariachi;Robert Rodriguez;Carlos Gallardo, Consuelo Gómez, Reinol Martinez, Peter Marquardt;Thriller;68;730;81;667480;1992
A Touch of Zen;King Hu;Feng Hsu, Chun Shih, Pai Ying, Roy Chiao;Thriller;75;;200;62670;1971
Top Gun;Tony Scott;Tom Cruise, Kelly McGillis, Anthony Edwards, Val Kilmer;Drama;69;500;110;3307440;1986
Con Air;Simon West;Nicolas Cage, John Cusack, John Malkovich, Steve Buscemi;Thriller;69;520;115;2946000;1997
The Expendables 2;Simon West;Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren;Thriller;66;510;103;3042400;2012
Mr. & Mrs. Smith;Doug Liman;Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody;Comedy;65;550;120;4837820;2005
Rush Hour;Brett Ratner;Jackie Chan, Chris Tucker, Tom Wilkinson, Elizabeth Peña;Comedy;70;600;98;2614270;1998
The Equalizer;Antoine Fuqua;Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour;Drama;50;;43;117860;2014
Captain America: Civil War;Anthony Russo;Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan;Sci-Fi;78;750;147;7540080;2016
Air Force One;Wolfgang Petersen;Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson;Drama;65;610;124;1931120;1997
Bloodsport;Newt Arnold;Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton;Drama;68;290;92;838880;1988
Blade;Stephen Norrington;Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright;Horror;71;470;120;2672990;1998
Bad Boys;Michael Bay;Martin Lawrence, Will Smith, Tea Leoni, Tcheky Karyo;Comedy;68;410;119;2598330;1995
Die Hard With a Vengeance;John McTiernan;Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene;;;;;;1995
The Running Man;Paul Michael Glaser;Arnold Schwarzenegger, Maria Conchita Alonso, Richard Dawson, Yaphet Kotto;Sci-Fi;66;450;101;1510280;1987
Code of Silence;Andrew Davis;Chuck Norris, Henry Silva, Bert Remsen, Mike Genovese;Thriller;60;640;101;80010;1985
Shoot 'Em Up;Michael Davis;Clive Owen, Paul Giamatti, Monica Bellucci, Daniel Pilon;Comedy;66;490;86;1496870;2007
Crank;Mark Neveldine;Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez;Thriller;69;570;88;2468730;2006
Machete;Robert Rodriguez;Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal;Thriller;66;600;105;1964990;2010
Drive;Nicolas Winding Refn;Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks;Drama;78;780;100;6182140;2011
Batman;Tim Burton;Jack Nicholson, Michael Keaton, Kim Basinger, Robert Wuhl;Comedy;75;;25;220040;1989
Under Siege;Andrew Davis;Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak;Thriller;65;580;103;856620;1992
Independence Day;Roland Emmerich;Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell;Adventure;70;590;145;5630050;1996
Bullitt;Peter Yates;Steve McQueen, Robert Vaughn, Jacqueline Bisset, Don Gordon;Thriller;74;810;114;679860;1968
Wanted;Timur Bekmambetov;James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp;Drama;76;;60;58190;2008
Superman: The Movie;Richard Donner;Christopher Reeve, Gene Hackman, Marlon Brando, Margot Kidder;;;;;;1978
Ronin;John Frankenheimer;Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgard;Thriller;72;670;122;1819930;1998
They Live;John Carpenter;"Roddy Piper, Keith David, Meg Foster, George ""Buck"" Flower";Horror;72;550;94;1262960;1988
Cliffhanger;Renny Harlin;Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner;Adventure;65;600;113;1283080;1993
Marvel's the Avengers;Joss Whedon;Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth;;;;;;2012
The Warriors;Walter Hill;Michael Beck, James Remar, Dorsey Wright, Brian Tyler;Thriller;76;650;93;1012330;1979
Starship Troopers;Paul Verhoeven;Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey;Sci-Fi;73;510;129;2893660;1997
Elite Squad 2;José Padilha;Wagner Moura, Irandhir Santos, André Ramiro, Pedro Van-Held;;;;;;2010
Point Break;Kathryn Bigelow;Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty;Thriller;72;580;122;1775990;1991
The Long Kiss Goodnight;Renny Harlin;Geena Davis, Samuel L. Jackson, Patrick Malahide, Craig Bierko;Drama;68;440;121;790930;1996
The Guest;Adam Wingard;Dan Stevens, Maika Monroe, Leland Orser, Sheila Kelley;Thriller;67;760;100;991450;2014
Taken;Pierre Morel;Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser;Drama;65;;41;107010;2008
300;Zack Snyder;Gerard Butler, Lena Headey, David Wenham, Dominic West;Drama;76;520;117;8029490;2006
True Lies;James Cameron;Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton;Comedy;73;630;141;2536970;1994
Demolition Man;Marco Brambilla;Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne;Sci-Fi;67;340;115;1726800;1993
Hardcore Henry;Ilya Naishuller;Sharlto Copley, Danila Kozlovsky, Haley Bennett, Dasha Charusha;Sci-Fi;67;510;96;940530;2015
Police Story;Jackie Chan;Jackie Chan, Brigitte Lin, Maggie Cheung, Bill Tung;Comedy;75;780;100;354980;1985
Brotherhood of the Wolf;Christophe Gans;Samuel Le Bihan, Mark Dacascos, Émilie Dequenne, Vincent Cassel;Drama;70;570;142;662160;2001
Kingsman: The Secret Service;Matthew Vaughn;Colin Firth, Michael Caine, Taron Egerton, Samuel L. Jackson;Comedy;77;600;129;6523230;2014
The Fifth Element;Luc Besson;Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich;Sci-Fi;76;520;126;4638530;1997
Big Trouble in Little China;John Carpenter;Kurt Russell, Kim Cattrall, Dennis Dun, James Hong;Comedy;;;;;1986
Atomic Blonde;David Leitch;Charlize Theron, James McAvoy, Eddie Marsan, John Goodman;Thriller;67;630;115;1898510;2017
Rumble in the Bronx;Stanley Tong;Jackie Chan, Anita Mui, Bill Tung, Françoise Yip;Comedy;67;610;87;419610;1995
District B13;Pierre Morel;Cyril Raffaelli, David Belle, Tony D'Amario, Larbi Naceri;Sci-Fi;71;700;84;697600;2004
Ong-Bak: The Thai Warrior;Prachya Pinkaew;Tony Jaa, Pumwaree Yodkamol, Petchtai Wongkamlao, Suchao Pongwilai;Thriller;71;690;105;742210;2003
Collateral;Michael Mann;Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo;Drama;75;710;120;3901240;2004
Iron Monkey;Woo-Ping Yuen;Rongguang Yu, Donnie Yen, Sze-Man Tsang, Jean Wang;;;;;;1993
Escape From New York;John Carpenter;Kurt Russell, Ernest Borgnine, Adrienne Barbeau, Lee Van Cleef;;;;;;1981
Battle Royale;Kinji Fukasaku;Tatsuya Fujiwara, Aki Maeda, Taro Yamamoto, Masanobu Andô;Drama;76;810;114;1807070;2000
Spider-Man 2;Sam Raimi;Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina;Horror;;;;;2004
13 Assassins;Takashi Miike;Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Goro Inagaki;Adventure;75;840;141;650660;2010
Full Contact;Ringo Lam;Chow Yun-Fat, Simon Yam, Bonnie Fu, Wong Chow-Sang;;;;;;1992
A Better Tomorrow;John Woo;Ti Lung, Chow Yun-Fat, Leslie Cheung, Emily Chu;Thriller;74;780;95;227360;1986
Iron Man;Jon Favreau;Robert Downey Jr., Terrence Howard, Gwyneth Paltrow, Jeff Bridges;Sci-Fi;79;790;126;10270130;2008
The Night Comes for Us;Timo Tjahjanto;Joe Taslim, Iko Uwais, Julie Estelle, Sunny Pang;Thriller;69;690;121;255570;2018
Logan;James Mangold;Hugh Jackman, Patrick Stewart, Dafne Keen, Richard E. Grant;Drama;81;770;137;7295090;2017
Goldfinger;Guy Hamilton;Sean Connery, Gert Frobe, Honor Blackman, Shirley Eaton;Thriller;77;870;110;1871760;1964
Assault on Precinct 13;John Carpenter;Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West;Horror;73;890;91;494720;1976
Wonder Woman;Patty Jenkins;Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright;Sci-Fi;74;760;141;6377120;2017
The Chinese Connection;Lo Wei;Bruce Lee, Miao Ker Hsiu, James Tien, Robert Baker;;;;;;1972
Captain America: The Winter Soldier;Anthony Russo;Chris Evans, Scarlett Johansson, Samuel L. Jackson, Sebastian Stan;Sci-Fi;78;700;136;8164910;2014
Oldboy;Park Chan-wook;Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Ji Dae-han;Drama;84;770;101;5619490;2003
The French Connection;William Friedkin;Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco;Drama;77;940;104;1207230;1971
Furious 7;James Wan;Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez;Thriller;71;670;137;3838250;2015
La Femme Nikita;Luc Besson;Anne Parillaud, Jean-Hugues Anglade, Tcheky Karyo, Jeanne Moreau;Drama;74;;60;98300;1990
Supercop;Stanley Tong;Jackie Chan, Michelle Yeaoh, Maggie Cheung, Ken Tsang;Comedy;69;;91;212580;1992
Dirty Harry;Don Siegel;Clint Eastwood, Harry Guardino, Reni Santoni, John Larch;Thriller;77;870;102;1537750;1971
Edge of Tomorrow;Doug Liman;Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton;Sci-Fi;79;710;113;6561780;2014
X2;Bryan Singer;Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry;;;;;;2003
The Fugitive;Andrew Davis;Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore;Drama;78;870;130;2887170;1993
Black Panther;Ryan Coogler;Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira;Sci-Fi;73;880;134;7216720;2018
Inception;Christopher Nolan;Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy;Sci-Fi;88;740;148;22696490;2010
Braveheart;Mel Gibson;Mel Gibson, Sophie Marceau, Patrick McGoohan, Catherine McCormack;Drama;84;680;178;10169110;1995
Minority Report;Steven Spielberg;Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow;Sci-Fi;77;800;145;5400790;2002
Avengers: Endgame;Anthony Russo;Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth;Drama;84;780;181;10510970;2019
Dredd;Pete Travis;Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris;Sci-Fi;71;600;95;2699600;2012
The Bourne Identity;Doug Liman;Matt Damon, Franka Potente, Chris Cooper, Clive Owen;Thriller;79;680;119;5383760;2002
Ip Man;Wilson Yip;Donnie Yen, Simon Yam, Siu-wong Fan, Ka Tung Lam;Drama;80;590;106;2214140;2008
Face/Off;John Woo;John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola;Sci-Fi;73;820;138;3703010;1997
To Live and Die in L.A.;William Friedkin;William L. Petersen, Willem Dafoe, John Pankow, Debra Feuer;Drama;73;810;116;331900;1985
The Dark Knight;Christopher Nolan;Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine;Drama;90;840;152;25568350;2008
Mission: Impossible -- Ghost Protocol;Brad Bird;Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton;;;;;;2011
Fast Five;Justin Lin;Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson;Thriller;73;660;130;3753900;2011
Lethal Weapon;Richard Donner;Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan;Comedy;78;;44;376880;1987
The Rock;Michael Bay;Sean Connery, Nicolas Cage, Ed Harris, Michael Biehn;Thriller;74;580;136;3330730;1996
RoboCop;Paul Verhoeven;Peter Weller, Nancy Allen, Ronny Cox, Daniel O'Herlihy;Sci-Fi;76;670;102;2525810;1987
John Wick: Chapter 2;Chad Stahelski;Keanu Reeves, Common, Laurence Fishburne, Riccardo Scamarcio;Thriller;74;750;122;4147650;2017
Casino Royale;Martin Campbell;Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench;Comedy;50;480;131;298750;2006
Baby Driver;Edgar Wright;Ansel Elgort, Kevin Spacey, Lily James, Jon Bernthal;Drama;76;860;113;5123200;2017
Fist of Legend;Gordon Chan;Jet Li, Chin Siu Ho, Billy Chow, Yasuaki Kurata;;;;;;1994
The Killer;John Woo;Chow Yun-Fat, Danny Lee, Sally Yeh, Kenneth Tsang;;;;;;1989
The Raid 2;Gareth Evans;Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara;Thriller;79;710;150;1216960;2014
Enter the Dragon;Robert Clouse;Bruce Lee, John Saxon, Jim Kelly, Ahna Capri;Drama;76;830;102;1032850;1973
Commando;Mark L. Lester;Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells;Thriller;67;510;90;1580530;1985
First Blood;Ted Kotcheff;Sylvester Stallone, Richard Crenna, Brian Dennehy, David Caruso;Thriller;77;610;93;2460520;1982
Mission: Impossible Rogue Nation;Christopher McQuarrie;Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson;;;;;;2015
The Terminator;James Cameron;Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield;Sci-Fi;81;840;107;8420300;1984
Gladiator;Ridley Scott;Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed;Drama;85;670;155;14538630;2000
Kill Bill: Vol. 1;Quentin Tarantino;Uma Thurman, Lucy Liu, Vivica A. Fox, Michael Madsen;Drama;82;690;111;10839840;2003
The Professional;Luc Besson;Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello;Thriller;74;;108;153890;1994
Speed;Jan de Bont;Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton;Thriller;73;780;116;3560550;1994
Drunken Master II;Chia-Liang Liu;Jackie Chan, Ti Lung, Anita Mui, Kar-leung Lau;;;;;;1994
